"HPID","MPID","MPterm","HPterm"
"HP:0032368","MP:0003030","acidemia","Acidemia"
"HP:0032369","MP:0003029","alkalemia","Alkalemia"
"HP:0032385","MP:0011892","abnormal circulating transferrin level","Abnormal circulating transferrin concentration"
"HP:0032416","MP:0010452","retina microaneurysm","Retinal microaneurysm"
"HP:0032445","MP:0004880","lung cyst","Pulmonary cyst"
"HP:0032448","MP:0008003","achlorhydria","Achlorhydria"
"HP:0032463","MP:0012332","decreased circulating fibronectin level","Reduced circulating fibronectin level"
"HP:0032464","MP:0011298","ureter hypoplasia","Ureteral hypoplasia"
"HP:0032479","MP:0006204","embryonic lethality before implantation","Preimplantation lethality"
"HP:0032558","MP:0008545","absent sperm flagellum","Absent sperm flagella"
"HP:0032563","MP:0010176","dacryocytosis","Dacryocytosis"
"HP:0032564","MP:0009482","ileum inflammation","Ileitis"
"HP:0032580","MP:0010568","abnormal bulbus cordis morphology","Abnormal bulbus cordis morphology"
"HP:0032618","MP:0003946","renal necrosis","Renal necrosis"
"HP:0032929","MP:0000166","abnormal chondrocyte morphology","Abnormal chondrocyte morphology"
"HP:0032933","MP:0001952","increased airway responsiveness","Airway hyperresponsiveness"
"HP:0032943","MP:0009348","abnormal urine pH","Abnormal urine pH"
"HP:0032944","MP:0009349","increased urine pH","Alkaline urine"
"HP:0032948","MP:0003215","renal interstitial fibrosis","Renal interstitial fibrosis"
"HP:0032984","MP:0008245","abnormal alveolar macrophage morphology","Abnormal alveolar macrophage morphology"
"HP:0033006","MP:0031237","diffuse alveolar damage","Diffuse alveolar damage"
"HP:0033035","MP:0001106","abnormal Schwann cell morphology","Abnormal Schwann cell morphology"
"HP:0033041","MP:0031066","cytokine storm","Cytokine storm"
"HP:0033042","MP:0002836","abnormal chorion morphology","Abnormal chorion morphology"
"HP:0033088","MP:0030620","valinuria","Valinuria"
"HP:0033122","MP:0010510","absent P wave","Absent P wave"
"HP:0033137","MP:0010899","abnormal pulmonary alveolar system morphology","Abnormal pulmonary alveolar system morphology"
"HP:0033151","MP:0002234","abnormal pharynx morphology","Abnormal pharynx morphology"
"HP:0033237","MP:0011869","detached podocyte","Visceral epithelial cell detachment"
"HP:0033238","MP:0011868","podocyte microvillus transformation","Podocyte microvillous transformation"
"HP:0033243","MP:0010857","pulmonary necrosis","Pulmonary necrosis"
"HP:0033245","MP:0002275","abnormal type II pneumocyte morphology","Abnormal alveolar type II pneumocyte morphology"
"HP:0033258","MP:0031185","sudden unexpected death in epilepsy","Sudden unexpected death in epilepsy"
"HP:0033261","MP:0011358","renal artery aneurysm","Renal artery aneurysm"
"HP:0033270","MP:0011433","glomerular capillary congestion","Glomerular capillary congestion"
"HP:0033329","MP:0002980","abnormal postural reflex","Abnormal postural reflex"
"HP:0033336","MP:0003406","failure of zygotic cell division","Zygotic cleavage failure"
"HP:0033338","MP:0005168","abnormal female meiosis","Abnormal female meiosis"
"HP:0033343","MP:0005037","mucous diarrhea","Mucoid diarrhea"
"HP:0033353","MP:0001614","abnormal blood vessel morphology","Abnormal blood vessel morphology"
"HP:0033358","MP:0002987","abnormal urine osmolality","Abnormal urine osmolality"
"HP:0033480","MP:0005635","decreased circulating bilirubin level","Hypobilirubinemia"
"HP:0033493","MP:0011353","expanded mesangial matrix","Mesangial matrix expansion"
"HP:0033523","MP:0009836","abnormal sperm principal piece morphology","Abnormal sperm principal piece morphology"
"HP:0033524","MP:0009838","abnormal sperm axoneme morphology","Abnormal sperm axoneme morphology"
"HP:0033528","MP:0001627","abnormal cardiac output","Abnormal cardiac output"
"HP:0033532","MP:0003393","decreased cardiac output","Decreased cardiac output"
"HP:0033533","MP:0003394","increased cardiac output","Increased cardiac output"
"HP:0033646","MP:0008223","absent hippocampal commissure","Absent hippocampal commissure"
"HP:0033679","MP:0012267","abnormal red nucleus morphology","Abnormal red nucleus morphology"
"HP:0033723","MP:0013924","abnormal dural venous sinus morphology","Abnormal cerebral venous sinus morphology"
"HP:0033749","MP:0002306","abnormal functional residual capacity","Abnormal functional residual capacity"
"HP:0033752","MP:0002308","abnormal residual volume","Abnormal residual volume"
"HP:0033757","MP:0003338","pancreas lipomatosis","Pancreatic steatosis"
"HP:0033766","MP:0020288","ectopic limbs","Polymelia"
"HP:0033769","MP:0003299","gastric polyps","Fundic gland polyposis"
"HP:0033791","MP:0030449","tooth ankylosis","Tooth ankylosis"
"HP:0033796","MP:0002442","abnormal leukocyte physiology","Abnormal leukocyte physiology"
"HP:0033797","MP:0003156","abnormal leukocyte migration","Leukocyte migration defect"
"HP:0033806","MP:0001239","abnormal epidermis stratum granulosum morphology","Abnormal epidermis stratum granulosum morphology"
"HP:0033807","MP:0009603","absent keratohyalin granules","Absent keratohyalin granules"
"HP:0033808","MP:0014187","spermatocele","Spermatocele"
"HP:0033836","MP:0011309","abnormal kidney arterial blood vessel morphology","Abnormal intrarenal artery morphology"
"HP:0033837","MP:0011315","abnormal kidney arcuate artery morphology","Abnormal arcuate artery morphology"
"HP:0033854","MP:0011326","abnormal interlobular vein morphology","Abnormal interlobular vein morphology"
"HP:0033859","MP:0011321","abnormal peritubular capillary morphology","Abnormal peritubular capillary morphology"
"HP:0033883","MP:0011316","abnormal kidney interlobular artery morphology","Abnormal cortical radial artery morphology"
"HP:0033977","MP:0005110","absent talus","Talar aplasia"
"HP:0033988","MP:0021007","amygdala microinfarct","Amygdala microinfarct"
"HP:0033989","MP:0021006","hippocampal microinfarct","Hippocampal microinfarct"
"HP:0034005","MP:0021018","decreased dendritic spine number","Decreased dendritic spine number"
"HP:0034221","MP:0000801","abnormal temporal lobe morphology","Abnormal temporal lobe morphology"
"HP:0034222","MP:0000801","abnormal temporal lobe morphology","Temporal lobe dysplasia"
"HP:0034259","MP:0012090","midbrain hypoplasia","Hypoplasia of the midbrain"
"HP:0034268","MP:0031162","abnormal vagina physiology","Abnormal vaginal physiology"
"HP:0034274","MP:0003300","gastrointestinal ulcer","Gastrointestinal ulcer"
"HP:0040012","MP:0004028","chromosome breakage","Chromosome breakage"
"HP:0040013","MP:0011629","decreased mitochondrial number","Decreased mitochondrial number"
"HP:0040014","MP:0011628","increased mitochondrial number","Increased mitochondrial number"
"HP:0040071","MP:0005108","abnormal ulna morphology","Abnormal morphology of ulna"
"HP:0040075","MP:0003348","hypopituitarism","Hypopituitarism"
"HP:0040078","MP:0005405","axon degeneration","Axonal degeneration"
"HP:0040081","MP:0010089","abnormal circulating creatine kinase level","Abnormal circulating creatine kinase concentration"
"HP:0040084","MP:0003349","abnormal circulating renin level","Abnormal circulating renin"
"HP:0040086","MP:0003970","abnormal prolactin level","Abnormal prolactin level"
"HP:0040088","MP:0000717","abnormal lymphocyte cell number","Abnormal lymphocyte count"
"HP:0040089","MP:0008043","abnormal NK cell number","Abnormal natural killer cell count"
"HP:0040116","MP:0004541","absent auditory tube","Aplasia of the Eustachian tube"
"HP:0040126","MP:0011227","abnormal vitamin B12 level","Abnormal vitamin B12 level"
"HP:0040129","MP:0005403","abnormal nerve conduction","Abnormal nerve conduction velocity"
"HP:0040134","MP:0008738","abnormal liver iron level","Abnormal hepatic iron concentration"
"HP:0040162","MP:0009675","orthokeratosis","Orthokeratosis"
"HP:0040163","MP:0004509","abnormal pelvic girdle bone morphology","Abnormal pelvis bone morphology"
"HP:0040171","MP:0002780","decreased circulating testosterone level","Decreased serum testosterone concentration"
"HP:0040176","MP:0006084","abnormal circulating phospholipid level","Abnormal circulating phospholipid concentration"
"HP:0040189","MP:0001192","scaly skin","Scaling skin"
"HP:0040194","MP:0000434","megacephaly","Increased head circumference"
"HP:0040202","MP:0002069","abnormal consumption behavior","Abnormal consumption behavior"
"HP:0040213","MP:0001956","hypopnea","Hypopnea"
"HP:0040214","MP:0001560","abnormal circulating insulin level","Abnormal insulin level"
"HP:0040215","MP:0001560","abnormal circulating insulin level","Abnormal circulating insulin level"
"HP:0040216","MP:0002727","decreased circulating insulin level","Hypoinsulinemia"
"HP:0040218","MP:0008045","decreased NK cell number","Reduced natural killer cell count"
"HP:0040219","MP:0008046","absent NK cells","Absent natural killer cells"
"HP:0040223","MP:0001182","lung hemorrhage","Pulmonary hemorrhage"
"HP:0040238","MP:0008720","impaired neutrophil chemotaxis","Impaired neutrophil chemotaxis"
"HP:0040242","MP:0031136","muscle hemorrhage","Muscle hemorrhage"
"HP:0040252","MP:0009100","abnormal clitoris size","Abnormal size of the clitoris"
"HP:0040253","MP:0003529","enlarged clitoris","Increased size of the clitoris"
"HP:0040254","MP:0003530","small clitoris","Decreased size of the clitoris"
"HP:0040270","MP:0005293","impaired glucose tolerance","Impaired glucose tolerance"
"HP:0040298","MP:0009092","endometrium hyperplasia","Hyperplasia of the endometrium"
"HP:0040299","MP:0002702","decreased circulating free fatty acids level","Decreased circulating free fatty acid level"
"HP:0040301","MP:0030780","increased urine glycerol level","Increased urinary glycerol"
"HP:0040302","MP:0003443","increased circulating glycerol level","Hyperglycerolemia"
"HP:0040309","MP:0030050","large mandible","Increased size of the mandible"
"HP:0040314","MP:0003534","blind vagina","Blind vagina"
"HP:0040318","MP:0011414","erythruria","Red urine"
"HP:0040326","MP:0010059","olfactory bulb hypoplasia","Hypoplasia of the olfactory bulb"
"HP:0040327","MP:0000819","abnormal olfactory bulb morphology","Abnormal morphology of the olfactory bulb"
"HP:0041051","MP:0031090","ageusia","Ageusia"
"HP:0045006","MP:0010194","absent lymphatic vessels","Aplasia of lymphatic vessels"
"HP:0045007","MP:0000836","abnormal substantia nigra morphology","Abnormal substantia nigra morphology"
"HP:0045009","MP:0000552","abnormal radius morphology","Abnormal morphology of the radius"
"HP:0045011","MP:0011463","decreased urine bicarbonate level","Decreased urine bicarbonate concentration"
"HP:0045012","MP:0030767","decreased urine catecholamine level","Decreased urinary catecholamine concentration"
"HP:0045014","MP:0031206","hypolipidemia","Hypolipidemia"
"HP:0045025","MP:0005287","narrow eye opening","Narrow palpebral fissure"
"HP:0045040","MP:0002943","abnormal lactate dehydrogenase level","Abnormal lactate dehydrogenase level"
"HP:0045081","MP:0020182","abnormal body mass index","Abnormality of body mass index"
"HP:0045082","MP:0006086","decreased body mass index","Decreased body mass index"
"HP:0046507","MP:0005574","decreased pulmonary respiratory rate","Bradypnea"
"HP:0100018","MP:0010254","nuclear cataract","Nuclear cataract"
"HP:0100019","MP:0010255","cortical cataract","Cortical cataract"
"HP:0100026","MP:0006093","arteriovenous malformation","Arteriovenous malformation"
"HP:0100028","MP:0013233","ectopic thyroid gland","Ectopic thyroid"
"HP:0100240","MP:0003189","fused joints","Synostosis of joints"
"HP:0100243","MP:0002035","increased leiomyosarcoma incidence","Leiomyosarcoma"
"HP:0100257","MP:0005230","ectrodactyly","Ectrodactyly"
"HP:0100258","MP:0009743","preaxial polydactyly","Preaxial polydactyly"
"HP:0100259","MP:0009744","postaxial polydactyly","Postaxial polydactyly"
"HP:0100261","MP:0005503","abnormal tendon morphology","Abnormal tendon morphology"
"HP:0100309","MP:0031117","subdural hemorrhage","Subdural hemorrhage"
"HP:0100315","MP:0014065","Lewy bodies","Lewy bodies"
"HP:0100316","MP:0014067","Hirano bodies","Hirano bodies"
"HP:0100317","MP:0014064","argyrophilic inclusion bodies","Argyrophilic inclusion bodies"
"HP:0100318","MP:0014063","Lafora bodies","Lafora bodies"
"HP:0100320","MP:0014066","Rosenthal fibers","Rosenthal fibers"
"HP:0100493","MP:0030565","decreased circulating ammonia level","Hypoammonemia"
"HP:0100494","MP:0000359","abnormal mast cell morphology","Abnormal mast cell morphology"
"HP:0100495","MP:0000324","increased mast cell number","Mastocytosis"
"HP:0100512","MP:0012336","decreased vitamin D level","Low levels of vitamin D"
"HP:0100515","MP:0011535","increased urination frequency","Pollakisuria"
"HP:0100518","MP:0003621","dysuria","Dysuria"
"HP:0100519","MP:0003624","anuria","Anuria"
"HP:0100520","MP:0003620","oliguria","Oliguria"
"HP:0100522","MP:0014127","increased thymoma incidence","Thymoma"
"HP:0100523","MP:0003332","liver abscess","Liver abscess"
"HP:0100532","MP:0013479","scleritis","Scleritis"
"HP:0100539","MP:0001788","periorbital edema","Periorbital edema"
"HP:0100540","MP:0006167","eyelid edema","Palpebral edema"
"HP:0100545","MP:0006135","artery stenosis","Arterial stenosis"
"HP:0100547","MP:0000783","abnormal forebrain morphology","Abnormality of forebrain morphology"
"HP:0100562","MP:0012711","diplomyelia","Diplomyelia"
"HP:0100565","MP:0003086","hydromyelia","Hydromyelia"
"HP:0100577","MP:0009646","urinary bladder inflammation","Urinary bladder inflammation"
"HP:0100588","MP:0010033","paraphimosis","Paraphimosis"
"HP:0100596","MP:0013791","absent external nares","Absent nares"
"HP:0100598","MP:0003828","pulmonary edema","Pulmonary edema"
"HP:0100614","MP:0004510","myositis","Myositis"
"HP:0100615","MP:0008000","increased ovary tumor incidence","Ovarian neoplasm"
"HP:0100616","MP:0004478","increased testicular teratoma incidence","Testicular teratoma"
"HP:0100625","MP:0001267","enlarged chest","Enlarged thorax"
"HP:0100629","MP:0000108","midline facial cleft","Midline facial cleft"
"HP:0100633","MP:0003278","esophageal inflammation","Esophagitis"
"HP:0100645","MP:0003614","urinary bladder prolapse","Cystocele"
"HP:0100646","MP:0003504","thyroid gland inflammation","Thyroiditis"
"HP:0100653","MP:0030991","optic nerve inflammation","Optic neuritis"
"HP:0100656","MP:0030579","thoracoabdominoschisis","Thoracoabdominal wall defect"
"HP:0100663","MP:0030078","synotia","Synotia"
"HP:0100671","MP:0000130","abnormal trabecular bone morphology","Abnormal trabecular bone morphology"
"HP:0100671","MP:0010867","abnormal bone trabecula morphology","Abnormal trabecular bone morphology"
